batch_sequence,l1_block,l1_timestamp,l1_time_utc,tx_hash,selector,prev_message_count,new_message_count,newest_l2_block,newest_l2_timestamp,posting_delay_s,blobs,nonce,max_fee_per_gas_wei,max_fee_per_blob_gas_wei
193121,25906339,1788553631,2026-09-04T20:27:11Z,0x3753ad7b12bbfee78f9e405af4b8a196b19d33a0641b35b919d7b753f24066b1,0x3e5aa082,54548803,54548946,54548945,1788553611,20,3,193120,5809555620,53219520
193122,25906340,1788553643,2026-09-04T20:27:23Z,0xd4c66f50f1db75e659b24f72f08f55c4b5017e87d5f140d8df69e2403a52ed4f,0x3e5aa082,54548946,54549082,54549081,1788553625,18,3,193121,5825511670,48651650
193123,25906341,1788553655,2026-09-04T20:27:35Z,0xce3e618e3be148afd743ee6b5f299865fb6a1cb31f01b1302b3aa47638fff9ec,0x3e5aa082,54549082,54549222,54549221,1788553640,15,3,193122,5825511670,48651650
193124,25906343,1788553679,2026-09-04T20:27:59Z,0x0de3abbfb944a164535288188f1ff6855555130170082416db458f19732f9d1f,0x3e5aa082,54549222,54549351,54549350,1788553653,26,3,193123,5812951660,50884360
193125,25906344,1788553691,2026-09-04T20:28:11Z,0xc856ea1b334533cb62293a55d4f4efa00591adbb2df8bfcf533505981075aac2,0x3e5aa082,54549351,54549491,54549490,1788553667,24,3,193124,5812951660,50884360
193126,25906345,1788553703,2026-09-04T20:28:23Z,0x19c528062029ce9aaac5b8f90cd8e15e8cc04f36ff42f12da8742db7d98d7e46,0x3e5aa082,54549491,54549626,54549625,1788553681,22,3,193125,5773327650,50884360
193127,25906347,1788553727,2026-09-04T20:28:47Z,0x5d49b159936a1fc539b0828e605452a9c1a8d118147707ebe7af5e141edb231e,0x3e5aa082,54549626,54549774,54549773,1788553696,31,3,193126,5718231760,44977560
193128,25906347,1788553727,2026-09-04T20:28:47Z,0xdbf5273ff801614528992703f233ed309ab8e18ecb0495dfd5d78ec02df5b8e4,0x3e5aa082,54549774,54549880,54549879,1788553706,21,3,193127,5718231760,44977560
193129,25906348,1788553739,2026-09-04T20:28:59Z,0x4bb961661108452b7f6617e8cc2c9fa18868f9b20ee6031df66edb1a27d8ed50,0x3e5aa082,54549880,54549998,54549997,1788553718,21,3,193128,5694457320,40658460
193130,25906349,1788553751,2026-09-04T20:29:11Z,0x8ce5f929b192e3f718043855841ebc5451cda079afa85752b378de94121f4494,0x3e5aa082,54549998,54550128,54550127,1788553731,20,3,193129,5670410240,43165140
193131,25906350,1788553763,2026-09-04T20:29:23Z,0xd812ed3cfc6bba80f50fba4a4a6bb041640ddc91e8b08b09e8f2022ec84f7ca4,0x3e5aa082,54550128,54550238,54550237,1788553743,20,3,193130,5661235250,38584810
193132,25906351,1788553775,2026-09-04T20:29:35Z,0x4fb89640276641b54a1ed03b47edf2645e7b5ce94bfef432cb5df6b13298ff3d,0x3e5aa082,54550238,54550366,54550365,1788553756,19,3,193131,5661235250,38584810
193133,25906352,1788553787,2026-09-04T20:29:47Z,0x9f1eca2d4a700f2109bc7bcc3212c25e442495bb6f712f4f6924e843a33d525c,0x3e5aa082,54550366,54550495,54550494,1788553769,18,3,193132,5676840490,39166250
193134,25906353,1788553799,2026-09-04T20:29:59Z,0x13a502878e397d1ed3c4b9b71347235764bb288dbe6ecb3f0bff211dd83542fb,0x3e5aa082,54550495,54550619,54550618,1788553781,18,3,193133,5668358580,41893050
193135,25906355,1788553823,2026-09-04T20:30:23Z,0x859bc63b8b3e6cc31512f7dbeaa60b98f71662369550763b48aba30f866a925f,0x3e5aa082,54550619,54550747,54550746,1788553794,29,3,193134,5677759970,37447710
193136,25906356,1788553835,2026-09-04T20:30:35Z,0xa7a5e18c260ea4afd0bf2c51655a3737a4d901bdd3ffc158852bb03e64b1f1d6,0x3e5aa082,54550747,54550886,54550885,1788553808,27,3,193135,5622121210,37870140
193137,25906357,1788553847,2026-09-04T20:30:47Z,0x5c6988fb7363dea05bed15c4181981d5ae065bcbf08523861ec02acf03ed0384,0x3e5aa082,54550886,54551013,54551012,1788553821,26,3,193136,5697857940,37870140
193138,25906358,1788553859,2026-09-04T20:30:59Z,0x12ddb6fed21f05bd3af7c5cc5552635c68d63a74e12233cfb9904e2f356bfd91,0x3e5aa082,54551013,54551160,54551159,1788553836,23,3,193137,5600684520,41893050
