batch_sequence,l1_block,l1_timestamp,l1_time_utc,tx_hash,selector,prev_message_count,new_message_count,newest_l2_block,newest_l2_timestamp,posting_delay_s,blobs,nonce,max_fee_per_gas_wei,max_fee_per_blob_gas_wei
193139,25906359,1788553871,2026-09-04T20:31:11Z,0x402bf38cf4e966122312a9089848b7129edb569b51016c05b9c75891f4702fdc,0x3e5aa082,54551160,54551308,54551307,1788553851,20,3,193138,5577167910,39608060
193140,25906360,1788553883,2026-09-04T20:31:23Z,0xe93505031c16bfbb9a506efafe237b787521582b46bbb08b1989aa85083eea87,0x3e5aa082,54551308,54551437,54551436,1788553864,19,3,193139,5649253000,37870140
193141,25906361,1788553895,2026-09-04T20:31:35Z,0xf952b16c37a7f812fdda90d39ce1fe63b23766f922395ac9a34988aa49fef9ca,0x3e5aa082,54551437,54551561,54551560,1788553877,18,3,193140,5649253000,37870140
193142,25906362,1788553907,2026-09-04T20:31:47Z,0xc736203e6ce85d5071b664554a8c389b320e2c7eace73bda1a4685a7229c8b91,0x3e5aa082,54551561,54551680,54551679,1788553889,18,3,193141,5712541360,39166250
193143,25906363,1788553919,2026-09-04T20:31:59Z,0xaaf2e2dce0a1dd92b6988d68d2aeb5f5344bb3440aee5b9fe92f06f2c160af32,0x3e5aa082,54551680,54551789,54551788,1788553900,19,3,193142,5740323780,40963650
193144,25906364,1788553931,2026-09-04T20:32:11Z,0xfc317b81e4b1f8f1811a5c357eca0860e9c0d1c271d79afef3bcce04b9c24551,0x3e5aa082,54551789,54551900,54551899,1788553912,19,3,193143,5740323780,40963650
193145,25906365,1788553943,2026-09-04T20:32:23Z,0x71a2fc43f4e29a4a1a5961ec1b757b91bca08914de1de3543ecc9e62ae4615bd,0x3e5aa082,54551900,54552004,54552003,1788553922,21,3,193144,5743865110,43004030
193146,25906366,1788553955,2026-09-04T20:32:35Z,0x00c23d771a0edd5ec5dd9b805164c51cd5339332376bf012313a395364c30843,0x3e5aa082,54552004,54552112,54552111,1788553933,22,3,193145,5698079030,43489140
193147,25906367,1788553967,2026-09-04T20:32:47Z,0x31ca5809fc5cd82dbf2bf57a674e8333f1f427bc79d14040f58996d9aae5bdea,0x3e5aa082,54552112,54552237,54552236,1788553946,21,3,193146,5717174450,45315170
193148,25906368,1788553979,2026-09-04T20:32:59Z,0x99b2be7fc91b4b22eee5d06ea37ac0e241416ee99b2b154d7278ba66c13ea5b2,0x3e5aa082,54552237,54552353,54552352,1788553958,21,3,193147,5681637840,43815580
193149,25906369,1788553991,2026-09-04T20:33:11Z,0x9cd9061c8ec6df7aee0c726d8fa289a0bc75057e9ba6a809c2e82f08f7ace829,0x917cf8ac,54552353,54552496,54552495,1788553969,22,3,193148,5618485620,39166240
193150,25906371,1788554015,2026-09-04T20:33:35Z,0x1479b0218ef7d40eee212be6c78e8bdf3e307b2f14d1f9a8f74d1256f1db0e5f,0x3e5aa082,54552496,54552614,54552613,1788553982,33,3,193149,5636898020,38729350
193151,25906371,1788554015,2026-09-04T20:33:35Z,0x3dcc513e280b700eb7d2aa144578d03bdbd50df340dab135743468e2596d32b4,0x3e5aa082,54552614,54552725,54552724,1788553993,22,3,193150,5636898020,38729350
193152,25906372,1788554027,2026-09-04T20:33:47Z,0x84a55a40aad42421f155e51311b42c78c4c63dedb4c64054805f120702702c80,0x3e5aa082,54552725,54552848,54552847,1788554006,21,3,193151,5629849960,39608060
193153,25906373,1788554039,2026-09-04T20:33:59Z,0xe5533a9657ffcaffaa5eb0cd0320a7f1b577133c9783abf2f7821a32ca5d9cf3,0x3e5aa082,54552848,54552961,54552960,1788554017,22,3,193152,5557763940,33851680
193154,25906374,1788554051,2026-09-04T20:34:11Z,0xf0f1e41b83bfa07e34fbf9a04a92cd6ba80b41f1a307d1d449227dc9d1a4820f,0x3e5aa082,54552961,54553088,54553087,1788554030,21,3,193153,5577830040,31648290
193155,25906375,1788554063,2026-09-04T20:34:23Z,0xeb7a85774b5bea52899afbb23acdbd5ef8c22921ed62ab737dbdf299f3ada7b0,0x3e5aa082,54553088,54553223,54553222,1788554044,19,3,193154,5577830040,31648290
193156,25906377,1788554087,2026-09-04T20:34:47Z,0xe428d425be53035d33230df4db01141ad6cc5fcb4270eab02e8fbf1221c741c3,0x3e5aa082,54553223,54553357,54553356,1788554057,30,3,193155,5596264420,33224670
193157,25906378,1788554099,2026-09-04T20:34:59Z,0xa7a0478bce5dba83b835c6d37b2f091734c94835c5bb24e00d54b9b20f2ef0c5,0x3e5aa082,54553357,54553459,54553458,1788554068,31,3,193156,5596264420,33224670
193158,25906378,1788554099,2026-09-04T20:34:59Z,0x28c0dad913f02b8ab7b0ab5aa233c5ff2ae51a9594ef45233a9d5a8a7ec2da6a,0x3e5aa082,54553459,54553579,54553578,1788554080,19,3,193157,5571606800,34105780
193159,25906379,1788554111,2026-09-04T20:35:11Z,0xe63a94a407cc1b03eb883cb72b6c5be6b9f5d7dbd4bd856dde6907b3a08b5f6d,0x3e5aa082,54553579,54553687,54553686,1788554091,20,3,193158,5579673290,34490510
193160,25906380,1788554123,2026-09-04T20:35:23Z,0xa21345eaa21126996f97c63746b4fe81735f7c65428bd3b894f6861154b6269b,0x3e5aa082,54553687,54553786,54553785,1788554101,22,3,193159,5579673290,34490510
193161,25906381,1788554135,2026-09-04T20:35:35Z,0xa1963d38f6e588d63496e28bca19e29abf5c2af83e586e1990bc6962c5e6264e,0x3e5aa082,54553786,54553877,54553876,1788554112,23,3,193160,5532545540,36073330
193162,25906382,1788554147,2026-09-04T20:35:47Z,0x80b37cb8be20825c383b24be8e0fc5c03a930378040e08e9ea007308d3f7b00e,0x3e5aa082,54553877,54554008,54554007,1788554125,22,3,193161,5568630180,34879580
193163,25906383,1788554159,2026-09-04T20:35:59Z,0x4dd6c6ed003e191a2c67dc28a112502dc949aae7fe37e1a26c340ca62903bd6c,0x3e5aa082,54554008,54554148,54554147,1788554139,20,3,193162,5570420570,32977140
