l1_timestamp,l1_time_utc,posting_delay_newest_s,selector
1788323699,2026-09-02T04:34:59Z,28,0x3e5aa082
1788324899,2026-09-02T04:54:59Z,18,0x3e5aa082
1788326099,2026-09-02T05:14:59Z,31,0x3e5aa082
1788327299,2026-09-02T05:34:59Z,20,0x3e5aa082
1788328511,2026-09-02T05:55:11Z,32,0x3e5aa082
1788329711,2026-09-02T06:15:11Z,23,0x3e5aa082
1788330947,2026-09-02T06:35:47Z,42,0x3e5aa082
1788332147,2026-09-02T06:55:47Z,27,0x3e5aa082
1788333359,2026-09-02T07:15:59Z,25,0x3e5aa082
1788334559,2026-09-02T07:35:59Z,19,0x3e5aa082
1788335771,2026-09-02T07:56:11Z,26,0x3e5aa082
1788336983,2026-09-02T08:16:23Z,24,0x3e5aa082
1788338183,2026-09-02T08:36:23Z,32,0x3e5aa082
1788339395,2026-09-02T08:56:35Z,27,0x3e5aa082
1788340595,2026-09-02T09:16:35Z,33,0x3e5aa082
1788341807,2026-09-02T09:36:47Z,94,0x3e5aa082
1788343031,2026-09-02T09:57:11Z,48,0x3e5aa082
1788344231,2026-09-02T10:17:11Z,69,0x3e5aa082
1788345455,2026-09-02T10:37:35Z,343,0x3e5aa082
1788346655,2026-09-02T10:57:35Z,22,0x3e5aa082
1788347855,2026-09-02T11:17:35Z,77,0x3e5aa082
1788349055,2026-09-02T11:37:35Z,29,0x3e5aa082
1788350255,2026-09-02T11:57:35Z,15,0x3e5aa082
1788351455,2026-09-02T12:17:35Z,25,0x3e5aa082
1788352667,2026-09-02T12:37:47Z,28,0x3e5aa082
1788353891,2026-09-02T12:58:11Z,42,0x3e5aa082
1788355091,2026-09-02T13:18:11Z,49,0x3e5aa082
1788356291,2026-09-02T13:38:11Z,187,0x3e5aa082
1788357491,2026-09-02T13:58:11Z,296,0x3e5aa082
1788358703,2026-09-02T14:18:23Z,307,0x3e5aa082
1788359903,2026-09-02T14:38:23Z,289,0x3e5aa082
1788361103,2026-09-02T14:58:23Z,252,0x3e5aa082
1788362303,2026-09-02T15:18:23Z,243,0x3e5aa082
1788363503,2026-09-02T15:38:23Z,294,0x3e5aa082
1788364703,2026-09-02T15:58:23Z,219,0x3e5aa082
1788365915,2026-09-02T16:18:35Z,293,0x3e5aa082
1788367115,2026-09-02T16:38:35Z,250,0x3e5aa082
1788368327,2026-09-02T16:58:47Z,281,0x3e5aa082
1788369539,2026-09-02T17:18:59Z,347,0x3e5aa082
1788370751,2026-09-02T17:39:11Z,277,0x3e5aa082
1788371951,2026-09-02T17:59:11Z,242,0x3e5aa082
1788373151,2026-09-02T18:19:11Z,274,0x3e5aa082
1788374351,2026-09-02T18:39:11Z,238,0x3e5aa082
1788375551,2026-09-02T18:59:11Z,293,0x3e5aa082
1788376751,2026-09-02T19:19:11Z,268,0x3e5aa082
1788377951,2026-09-02T19:39:11Z,259,0x3e5aa082
1788379151,2026-09-02T19:59:11Z,202,0x3e5aa082
1788380351,2026-09-02T20:19:11Z,285,0x3e5aa082
1788381563,2026-09-02T20:39:23Z,278,0x3e5aa082
1788382787,2026-09-02T20:59:47Z,332,0x3e5aa082
1788383999,2026-09-02T21:19:59Z,291,0x3e5aa082
1788385211,2026-09-02T21:40:11Z,338,0x3e5aa082
1788386435,2026-09-02T22:00:35Z,341,0x3e5aa082
1788387647,2026-09-02T22:20:47Z,301,0x3e5aa082
1788388859,2026-09-02T22:40:59Z,284,0x3e5aa082
1788390059,2026-09-02T23:00:59Z,257,0x3e5aa082
1788391259,2026-09-02T23:20:59Z,270,0x3e5aa082
1788392459,2026-09-02T23:40:59Z,273,0x3e5aa082
1788393659,2026-09-03T00:00:59Z,273,0x3e5aa082
1788394883,2026-09-03T00:21:23Z,311,0x3e5aa082
1788396095,2026-09-03T00:41:35Z,93,0x3e5aa082
1788397355,2026-09-03T01:02:35Z,92,0x3e5aa082
1788398567,2026-09-03T01:22:47Z,25,0x3e5aa082
1788399767,2026-09-03T01:42:47Z,24,0x3e5aa082
1788400967,2026-09-03T02:02:47Z,24,0x3e5aa082
1788402167,2026-09-03T02:22:47Z,21,0x3e5aa082
1788403367,2026-09-03T02:42:47Z,36,0x3e5aa082
1788404579,2026-09-03T03:02:59Z,26,0x3e5aa082
1788405779,2026-09-03T03:22:59Z,26,0x917cf8ac
1788406991,2026-09-03T03:43:11Z,28,0x3e5aa082
1788408191,2026-09-03T04:03:11Z,34,0x3e5aa082
1788409391,2026-09-03T04:23:11Z,35,0x3e5aa082
1788410591,2026-09-03T04:43:11Z,29,0x3e5aa082
1788411791,2026-09-03T05:03:11Z,34,0x3e5aa082
1788413111,2026-09-03T05:25:11Z,135,0x3e5aa082
1788414311,2026-09-03T05:45:11Z,30,0x3e5aa082
1788415511,2026-09-03T06:05:11Z,30,0x3e5aa082
1788416735,2026-09-03T06:25:35Z,50,0x3e5aa082
1788417935,2026-09-03T06:45:35Z,22,0x3e5aa082
1788419147,2026-09-03T07:05:47Z,103,0x3e5aa082
1788420347,2026-09-03T07:25:47Z,25,0x3e5aa082
1788421559,2026-09-03T07:45:59Z,41,0x3e5aa082
1788422771,2026-09-03T08:06:11Z,56,0x3e5aa082
1788423971,2026-09-03T08:26:11Z,18,0x3e5aa082
1788425171,2026-09-03T08:46:11Z,23,0x3e5aa082
1788426395,2026-09-03T09:06:35Z,48,0x3e5aa082
1788427595,2026-09-03T09:26:35Z,25,0x3e5aa082
1788428795,2026-09-03T09:46:35Z,36,0x3e5aa082
1788430019,2026-09-03T10:06:59Z,24,0x3e5aa082
1788431231,2026-09-03T10:27:11Z,25,0x3e5aa082
1788432443,2026-09-03T10:47:23Z,23,0x3e5aa082
1788433655,2026-09-03T11:07:35Z,70,0x3e5aa082
1788434855,2026-09-03T11:27:35Z,15,0x3e5aa082
1788436091,2026-09-03T11:48:11Z,53,0x3e5aa082
1788437291,2026-09-03T12:08:11Z,46,0x3e5aa082
1788438491,2026-09-03T12:28:11Z,60,0x3e5aa082
1788439691,2026-09-03T12:48:11Z,29,0x3e5aa082
1788440891,2026-09-03T13:08:11Z,23,0x3e5aa082
1788442091,2026-09-03T13:28:11Z,28,0x3e5aa082
1788443291,2026-09-03T13:48:11Z,248,0x3e5aa082
1788444491,2026-09-03T14:08:11Z,286,0x3e5aa082
1788445715,2026-09-03T14:28:35Z,292,0x3e5aa082
1788447119,2026-09-03T14:51:59Z,493,0x3e5aa082
1788448355,2026-09-03T15:12:35Z,336,0x3e5aa082
1788449591,2026-09-03T15:33:11Z,307,0x3e5aa082
1788450887,2026-09-03T15:54:47Z,470,0x3e5aa082
1788452099,2026-09-03T16:14:59Z,331,0x3e5aa082
1788453323,2026-09-03T16:35:23Z,291,0x3e5aa082
1788454523,2026-09-03T16:55:23Z,254,0x3e5aa082
1788455735,2026-09-03T17:15:35Z,255,0x3e5aa082
1788456935,2026-09-03T17:35:35Z,282,0x3e5aa082
1788458135,2026-09-03T17:55:35Z,246,0x3e5aa082
1788459335,2026-09-03T18:15:35Z,287,0x3e5aa082
1788460547,2026-09-03T18:35:47Z,237,0x3e5aa082
1788461747,2026-09-03T18:55:47Z,272,0x3e5aa082
1788462959,2026-09-03T19:15:59Z,352,0x3e5aa082
1788464171,2026-09-03T19:36:11Z,303,0x3e5aa082
1788465371,2026-09-03T19:56:11Z,273,0x3e5aa082
1788466571,2026-09-03T20:16:11Z,283,0x3e5aa082
1788467771,2026-09-03T20:36:11Z,288,0x3e5aa082
1788468971,2026-09-03T20:56:11Z,250,0x917cf8ac
1788470183,2026-09-03T21:16:23Z,234,0x3e5aa082
1788471383,2026-09-03T21:36:23Z,302,0x3e5aa082
1788472595,2026-09-03T21:56:35Z,252,0x3e5aa082
1788473795,2026-09-03T22:16:35Z,244,0x3e5aa082
1788474995,2026-09-03T22:36:35Z,255,0x3e5aa082
1788476195,2026-09-03T22:56:35Z,213,0x3e5aa082
1788477395,2026-09-03T23:16:35Z,272,0x3e5aa082
1788478595,2026-09-03T23:36:35Z,263,0x917cf8ac
1788479795,2026-09-03T23:56:35Z,259,0x3e5aa082
1788480995,2026-09-04T00:16:35Z,273,0x3e5aa082
1788482207,2026-09-04T00:36:47Z,279,0x3e5aa082
1788483407,2026-09-04T00:56:47Z,283,0x3e5aa082
1788484619,2026-09-04T01:16:59Z,278,0x3e5aa082
1788485843,2026-09-04T01:37:23Z,276,0x3e5aa082
1788487055,2026-09-04T01:57:35Z,254,0x3e5aa082
1788488255,2026-09-04T02:17:35Z,118,0x3e5aa082
1788489455,2026-09-04T02:37:35Z,68,0x3e5aa082
1788490655,2026-09-04T02:57:35Z,48,0x917cf8ac
1788491855,2026-09-04T03:17:35Z,101,0x917cf8ac
1788493055,2026-09-04T03:37:35Z,293,0x3e5aa082
1788494255,2026-09-04T03:57:35Z,281,0x3e5aa082
1788495455,2026-09-04T04:17:35Z,294,0x3e5aa082
1788496655,2026-09-04T04:37:35Z,290,0x917cf8ac
1788497855,2026-09-04T04:57:35Z,252,0x3e5aa082
1788499067,2026-09-04T05:17:47Z,231,0x3e5aa082
1788500267,2026-09-04T05:37:47Z,333,0x3e5aa082
1788501479,2026-09-04T05:57:59Z,253,0x3e5aa082
1788502691,2026-09-04T06:18:11Z,307,0x3e5aa082
1788503891,2026-09-04T06:38:11Z,267,0x3e5aa082
1788505091,2026-09-04T06:58:11Z,296,0x3e5aa082
1788506303,2026-09-04T07:18:23Z,243,0x3e5aa082
1788507503,2026-09-04T07:38:23Z,265,0x3e5aa082
1788508703,2026-09-04T07:58:23Z,265,0x3e5aa082
1788509903,2026-09-04T08:18:23Z,251,0x3e5aa082
1788511103,2026-09-04T08:38:23Z,274,0x3e5aa082
1788512303,2026-09-04T08:58:23Z,290,0x3e5aa082
1788513731,2026-09-04T09:22:11Z,677,0x3e5aa082
1788514931,2026-09-04T09:42:11Z,277,0x3e5aa082
1788516167,2026-09-04T10:02:47Z,200,0x3e5aa082
1788517379,2026-09-04T10:22:59Z,205,0x3e5aa082
1788518591,2026-09-04T10:43:11Z,32,0x3e5aa082
1788519791,2026-09-04T11:03:11Z,151,0x3e5aa082
1788520991,2026-09-04T11:23:11Z,274,0x3e5aa082
1788522215,2026-09-04T11:43:35Z,282,0x3e5aa082
1788523415,2026-09-04T12:03:35Z,274,0x3e5aa082
1788524615,2026-09-04T12:23:35Z,262,0x3e5aa082
1788526091,2026-09-04T12:48:11Z,1088,0x3e5aa082
1788527291,2026-09-04T13:08:11Z,276,0x3e5aa082
1788528503,2026-09-04T13:28:23Z,157,0x3e5aa082
1788529703,2026-09-04T13:48:23Z,406,0x3e5aa082
1788530903,2026-09-04T14:08:23Z,322,0x3e5aa082
1788532103,2026-09-04T14:28:23Z,256,0x3e5aa082
1788533315,2026-09-04T14:48:35Z,328,0x3e5aa082
1788534515,2026-09-04T15:08:35Z,299,0x3e5aa082
1788535715,2026-09-04T15:28:35Z,267,0x3e5aa082
1788536915,2026-09-04T15:48:35Z,300,0x3e5aa082
1788538115,2026-09-04T16:08:35Z,243,0x3e5aa082
1788539315,2026-09-04T16:28:35Z,277,0x3e5aa082
1788540539,2026-09-04T16:48:59Z,301,0x3e5aa082
1788541739,2026-09-04T17:08:59Z,285,0x3e5aa082
1788542951,2026-09-04T17:29:11Z,269,0x3e5aa082
1788544151,2026-09-04T17:49:11Z,245,0x3e5aa082
1788545351,2026-09-04T18:09:11Z,293,0x3e5aa082
1788546551,2026-09-04T18:29:11Z,279,0x3e5aa082
1788547775,2026-09-04T18:49:35Z,329,0x3e5aa082
1788548975,2026-09-04T19:09:35Z,319,0x3e5aa082
1788550175,2026-09-04T19:29:35Z,293,0x3e5aa082
1788551375,2026-09-04T19:49:35Z,246,0x3e5aa082
1788552575,2026-09-04T20:09:35Z,223,0x3e5aa082
1788553775,2026-09-04T20:29:35Z,19,0x3e5aa082
1788554975,2026-09-04T20:49:35Z,24,0x3e5aa082
1788556175,2026-09-04T21:09:35Z,30,0x3e5aa082
1788557375,2026-09-04T21:29:35Z,32,0x3e5aa082
1788558575,2026-09-04T21:49:35Z,22,0x3e5aa082
1788559775,2026-09-04T22:09:35Z,15,0x3e5aa082
1788560975,2026-09-04T22:29:35Z,18,0x3e5aa082
1788562187,2026-09-04T22:49:47Z,22,0x3e5aa082
1788563387,2026-09-04T23:09:47Z,30,0x3e5aa082
1788564599,2026-09-04T23:29:59Z,31,0x3e5aa082
1788565799,2026-09-04T23:49:59Z,98,0x3e5aa082
1788566999,2026-09-05T00:09:59Z,169,0x3e5aa082
1788568199,2026-09-05T00:29:59Z,132,0x3e5aa082
1788569411,2026-09-05T00:50:11Z,27,0x3e5aa082
1788570611,2026-09-05T01:10:11Z,48,0x3e5aa082
1788571811,2026-09-05T01:30:11Z,24,0x3e5aa082
1788573023,2026-09-05T01:50:23Z,28,0x3e5aa082
1788574235,2026-09-05T02:10:35Z,38,0x3e5aa082
1788575447,2026-09-05T02:30:47Z,29,0x3e5aa082
1788576647,2026-09-05T02:50:47Z,37,0x3e5aa082
1788577847,2026-09-05T03:10:47Z,24,0x3e5aa082
1788579047,2026-09-05T03:30:47Z,27,0x3e5aa082
1788580247,2026-09-05T03:50:47Z,27,0x3e5aa082
1788581447,2026-09-05T04:10:47Z,25,0x3e5aa082
1788582647,2026-09-05T04:30:47Z,24,0x3e5aa082
1788583847,2026-09-05T04:50:47Z,18,0x3e5aa082
1788585047,2026-09-05T05:10:47Z,30,0x3e5aa082
1788586259,2026-09-05T05:30:59Z,30,0x917cf8ac
1788587459,2026-09-05T05:50:59Z,18,0x3e5aa082
1788588659,2026-09-05T06:10:59Z,29,0x3e5aa082
1788589859,2026-09-05T06:30:59Z,16,0x3e5aa082
1788591059,2026-09-05T06:50:59Z,23,0x3e5aa082
1788592259,2026-09-05T07:10:59Z,16,0x3e5aa082
1788593471,2026-09-05T07:31:11Z,30,0x3e5aa082
1788594671,2026-09-05T07:51:11Z,24,0x3e5aa082
1788595871,2026-09-05T08:11:11Z,23,0x3e5aa082
1788597071,2026-09-05T08:31:11Z,17,0x3e5aa082
1788598283,2026-09-05T08:51:23Z,20,0x3e5aa082
1788599495,2026-09-05T09:11:35Z,22,0x3e5aa082
1788600707,2026-09-05T09:31:47Z,17,0x3e5aa082
1788601907,2026-09-05T09:51:47Z,16,0x3e5aa082
1788603107,2026-09-05T10:11:47Z,16,0x3e5aa082
1788604307,2026-09-05T10:31:47Z,14,0x917cf8ac
1788605507,2026-09-05T10:51:47Z,23,0x3e5aa082
1788606719,2026-09-05T11:11:59Z,13,0x3e5aa082
1788607919,2026-09-05T11:31:59Z,19,0x3e5aa082
1788609119,2026-09-05T11:51:59Z,19,0x3e5aa082
1788610319,2026-09-05T12:11:59Z,30,0x3e5aa082
1788611519,2026-09-05T12:31:59Z,25,0x3e5aa082
1788612719,2026-09-05T12:51:59Z,16,0x3e5aa082
1788613919,2026-09-05T13:11:59Z,21,0x3e5aa082
1788615119,2026-09-05T13:31:59Z,25,0x3e5aa082
1788616319,2026-09-05T13:51:59Z,28,0x3e5aa082
1788617531,2026-09-05T14:12:11Z,22,0x3e5aa082
1788618743,2026-09-05T14:32:23Z,27,0x3e5aa082
1788619955,2026-09-05T14:52:35Z,25,0x3e5aa082
1788621155,2026-09-05T15:12:35Z,29,0x3e5aa082
1788622355,2026-09-05T15:32:35Z,21,0x3e5aa082
1788623555,2026-09-05T15:52:35Z,21,0x3e5aa082
1788624755,2026-09-05T16:12:35Z,54,0x3e5aa082
1788625955,2026-09-05T16:32:35Z,50,0x3e5aa082
1788627155,2026-09-05T16:52:35Z,38,0x3e5aa082
1788628355,2026-09-05T17:12:35Z,28,0x3e5aa082
1788629555,2026-09-05T17:32:35Z,88,0x3e5aa082
1788630755,2026-09-05T17:52:35Z,72,0x3e5aa082
1788631955,2026-09-05T18:12:35Z,16,0x3e5aa082
1788633155,2026-09-05T18:32:35Z,20,0x3e5aa082
1788634367,2026-09-05T18:52:47Z,26,0x3e5aa082
1788635567,2026-09-05T19:12:47Z,24,0x3e5aa082
1788636767,2026-09-05T19:32:47Z,19,0x3e5aa082
1788637967,2026-09-05T19:52:47Z,23,0x3e5aa082
1788639179,2026-09-05T20:12:59Z,49,0x3e5aa082
1788640391,2026-09-05T20:33:11Z,77,0x3e5aa082
1788641591,2026-09-05T20:53:11Z,22,0x3e5aa082
1788642791,2026-09-05T21:13:11Z,50,0x3e5aa082
1788643991,2026-09-05T21:33:11Z,20,0x3e5aa082
1788645191,2026-09-05T21:53:11Z,21,0x3e5aa082
