block,timestamp,time_utc,gas_used,tx_count_incl_arbos_internal
55127630,1788611982,2026-09-05T12:39:42Z,805693,7
55127660,1788611985,2026-09-05T12:39:45Z,4125958,9
55127690,1788611988,2026-09-05T12:39:48Z,2538052,9
55127720,1788611991,2026-09-05T12:39:51Z,1519587,9
55127750,1788611995,2026-09-05T12:39:55Z,1089467,11
55127780,1788611998,2026-09-05T12:39:58Z,2146108,10
55127810,1788612001,2026-09-05T12:40:01Z,6717213,9
55127840,1788612004,2026-09-05T12:40:04Z,2735037,15
55127870,1788612007,2026-09-05T12:40:07Z,5367067,10
55127900,1788612010,2026-09-05T12:40:10Z,4294807,15
55127930,1788612013,2026-09-05T12:40:13Z,925005,8
55127960,1788612016,2026-09-05T12:40:16Z,1551688,8
55127990,1788612019,2026-09-05T12:40:19Z,1284193,7
55128020,1788612022,2026-09-05T12:40:22Z,2715214,16
55128050,1788612025,2026-09-05T12:40:25Z,2047296,8
55128080,1788612028,2026-09-05T12:40:28Z,3121665,9
55128110,1788612031,2026-09-05T12:40:31Z,4871676,14
55128140,1788612034,2026-09-05T12:40:34Z,1607615,5
55128170,1788612037,2026-09-05T12:40:37Z,6778070,11
55128200,1788612040,2026-09-05T12:40:40Z,4400887,14
55128230,1788612043,2026-09-05T12:40:43Z,1340550,7
55128260,1788612046,2026-09-05T12:40:46Z,4245536,23
55128290,1788612049,2026-09-05T12:40:49Z,881793,6
55128320,1788612052,2026-09-05T12:40:52Z,2999838,6
55128350,1788612055,2026-09-05T12:40:55Z,2703075,10
55128380,1788612059,2026-09-05T12:40:59Z,2469005,8
55128410,1788612062,2026-09-05T12:41:02Z,4144120,15
55128440,1788612065,2026-09-05T12:41:05Z,1087914,7
55128470,1788612068,2026-09-05T12:41:08Z,3278683,14
55128500,1788612072,2026-09-05T12:41:12Z,2687824,13
55128530,1788612075,2026-09-05T12:41:15Z,1449853,10
55128560,1788612078,2026-09-05T12:41:18Z,965791,5
55128590,1788612081,2026-09-05T12:41:21Z,1056964,9
55128620,1788612084,2026-09-05T12:41:24Z,4352248,13
55128650,1788612087,2026-09-05T12:41:27Z,2144775,8
55128680,1788612090,2026-09-05T12:41:30Z,7604749,14
55128710,1788612093,2026-09-05T12:41:33Z,2778211,12
55128740,1788612096,2026-09-05T12:41:36Z,4047962,14
55128770,1788612099,2026-09-05T12:41:39Z,2411792,13
55128800,1788612102,2026-09-05T12:41:42Z,3548557,25
55128830,1788612105,2026-09-05T12:41:45Z,5062178,14
55128860,1788612108,2026-09-05T12:41:48Z,6476565,18
55128890,1788612111,2026-09-05T12:41:51Z,7897621,15
55128920,1788612114,2026-09-05T12:41:54Z,4783887,11
55128950,1788612117,2026-09-05T12:41:57Z,3587046,13
55128980,1788612120,2026-09-05T12:42:00Z,3393502,14
55129010,1788612123,2026-09-05T12:42:03Z,1259813,7
55129040,1788612127,2026-09-05T12:42:07Z,4078321,22
55129070,1788612130,2026-09-05T12:42:10Z,4810340,20
55129100,1788612133,2026-09-05T12:42:13Z,2153262,12
55129130,1788612136,2026-09-05T12:42:16Z,3992902,15
55129160,1788612139,2026-09-05T12:42:19Z,1161102,7
55129190,1788612142,2026-09-05T12:42:22Z,1523957,7
55129220,1788612145,2026-09-05T12:42:25Z,3694170,13
55129250,1788612148,2026-09-05T12:42:28Z,2765078,17
55129280,1788612151,2026-09-05T12:42:31Z,1630101,9
55129310,1788612154,2026-09-05T12:42:34Z,2272080,15
55129340,1788612157,2026-09-05T12:42:37Z,3956814,19
55129370,1788612160,2026-09-05T12:42:40Z,2787853,9
55129400,1788612163,2026-09-05T12:42:43Z,1780067,10
55129430,1788612166,2026-09-05T12:42:46Z,1557811,8
55129460,1788612169,2026-09-05T12:42:49Z,1861275,10
55129490,1788612172,2026-09-05T12:42:52Z,1819789,7
55129520,1788612175,2026-09-05T12:42:55Z,1503089,10
55129550,1788612178,2026-09-05T12:42:58Z,7591306,20
55129580,1788612181,2026-09-05T12:43:01Z,2767305,8
55129610,1788612184,2026-09-05T12:43:04Z,6506628,11
55129640,1788612187,2026-09-05T12:43:07Z,5532839,20
55129670,1788612190,2026-09-05T12:43:10Z,1341433,5
55129700,1788612193,2026-09-05T12:43:13Z,1420553,9
55129730,1788612196,2026-09-05T12:43:16Z,1886066,8
55129760,1788612199,2026-09-05T12:43:19Z,973878,4
55129790,1788612202,2026-09-05T12:43:22Z,220603,6
55129820,1788612205,2026-09-05T12:43:25Z,3390374,8
55129850,1788612208,2026-09-05T12:43:28Z,4534441,20
55129880,1788612211,2026-09-05T12:43:31Z,2465948,16
55129910,1788612214,2026-09-05T12:43:34Z,5809227,50
55129940,1788612217,2026-09-05T12:43:37Z,2290519,9
55129970,1788612220,2026-09-05T12:43:40Z,2040309,7
55130000,1788612224,2026-09-05T12:43:44Z,5738586,24
55130030,1788612227,2026-09-05T12:43:47Z,1882598,11
55130060,1788612230,2026-09-05T12:43:50Z,3082218,11
55130090,1788612233,2026-09-05T12:43:53Z,1430779,7
55130120,1788612236,2026-09-05T12:43:56Z,1436894,7
55130150,1788612239,2026-09-05T12:43:59Z,1922774,7
55130180,1788612242,2026-09-05T12:44:02Z,312475,9
55130210,1788612245,2026-09-05T12:44:05Z,3021680,12
55130240,1788612248,2026-09-05T12:44:08Z,4977261,11
55130270,1788612251,2026-09-05T12:44:11Z,2132473,18
55130300,1788612254,2026-09-05T12:44:14Z,1661919,7
55130330,1788612257,2026-09-05T12:44:17Z,1076704,7
55130360,1788612260,2026-09-05T12:44:20Z,2257538,12
55130390,1788612263,2026-09-05T12:44:23Z,4303942,18
55130420,1788612266,2026-09-05T12:44:26Z,4167716,12
55130450,1788612269,2026-09-05T12:44:29Z,6769978,13
55130480,1788612272,2026-09-05T12:44:32Z,4776430,18
55130510,1788612275,2026-09-05T12:44:35Z,2705159,8
55130540,1788612278,2026-09-05T12:44:38Z,6161085,9
55130570,1788612281,2026-09-05T12:44:41Z,1785098,9
55130600,1788612284,2026-09-05T12:44:44Z,4923579,19
55130630,1788612287,2026-09-05T12:44:47Z,2538842,11
55130660,1788612290,2026-09-05T12:44:50Z,7135276,18
55130690,1788612293,2026-09-05T12:44:53Z,2289457,11
55130720,1788612296,2026-09-05T12:44:56Z,2173777,13
55130750,1788612299,2026-09-05T12:44:59Z,2003191,8
55130780,1788612302,2026-09-05T12:45:02Z,970132,6
55130810,1788612305,2026-09-05T12:45:05Z,3012585,13
55130840,1788612308,2026-09-05T12:45:08Z,4679832,31
55130870,1788612311,2026-09-05T12:45:11Z,6212606,15
55130900,1788612315,2026-09-05T12:45:15Z,577557,9
55130930,1788612318,2026-09-05T12:45:18Z,8304453,17
55130960,1788612321,2026-09-05T12:45:21Z,2543410,12
55130990,1788612324,2026-09-05T12:45:24Z,2271908,8
55131020,1788612327,2026-09-05T12:45:27Z,927381,5
55131050,1788612329,2026-09-05T12:45:29Z,0,2
55131080,1788612330,2026-09-05T12:45:30Z,3191577,12
55131110,1788612333,2026-09-05T12:45:33Z,1121372,6
55131140,1788612336,2026-09-05T12:45:36Z,4034956,17
55131170,1788612340,2026-09-05T12:45:40Z,1181687,12
55131200,1788612343,2026-09-05T12:45:43Z,5228283,22
55131230,1788612346,2026-09-05T12:45:46Z,1386022,7
55131260,1788612349,2026-09-05T12:45:49Z,2791815,13
55131290,1788612352,2026-09-05T12:45:52Z,1286615,9
55131320,1788612355,2026-09-05T12:45:55Z,2002293,11
55131350,1788612358,2026-09-05T12:45:58Z,2789768,10
55131380,1788612361,2026-09-05T12:46:01Z,11577909,17
55131410,1788612364,2026-09-05T12:46:04Z,7340991,24
55131440,1788612367,2026-09-05T12:46:07Z,1240638,7
55131470,1788612370,2026-09-05T12:46:10Z,2159876,8
55131500,1788612373,2026-09-05T12:46:13Z,2212393,14
55131530,1788612376,2026-09-05T12:46:16Z,1717064,9
55131560,1788612379,2026-09-05T12:46:19Z,1501355,12
55131590,1788612382,2026-09-05T12:46:22Z,2543385,9
55131620,1788612385,2026-09-05T12:46:25Z,2019850,15
55131650,1788612388,2026-09-05T12:46:28Z,1823497,15
55131680,1788612391,2026-09-05T12:46:31Z,123739,4
55131710,1788612394,2026-09-05T12:46:34Z,5293792,17
55131740,1788612397,2026-09-05T12:46:37Z,1780324,13
55131770,1788612400,2026-09-05T12:46:40Z,1840247,8
55131800,1788612403,2026-09-05T12:46:43Z,3772527,17
55131830,1788612406,2026-09-05T12:46:46Z,3935143,23
55131860,1788612410,2026-09-05T12:46:50Z,7651081,53
55131890,1788612413,2026-09-05T12:46:53Z,2054972,7
55131920,1788612416,2026-09-05T12:46:56Z,3759741,14
55131950,1788612419,2026-09-05T12:46:59Z,4888792,7
55131980,1788612422,2026-09-05T12:47:02Z,2364441,9
55132010,1788612425,2026-09-05T12:47:05Z,4562822,12
55132040,1788612428,2026-09-05T12:47:08Z,927290,6
55132070,1788612431,2026-09-05T12:47:11Z,1849263,11
55132100,1788612434,2026-09-05T12:47:14Z,2488447,11
55132130,1788612437,2026-09-05T12:47:17Z,3909752,17
55132160,1788612440,2026-09-05T12:47:20Z,1450950,13
55132190,1788612443,2026-09-05T12:47:23Z,2959936,11
55132220,1788612446,2026-09-05T12:47:26Z,3071351,15
55132250,1788612449,2026-09-05T12:47:29Z,3739997,14
55132280,1788612452,2026-09-05T12:47:32Z,1873747,13
55132310,1788612455,2026-09-05T12:47:35Z,3755085,13
55132340,1788612458,2026-09-05T12:47:38Z,4166611,15
55132370,1788612461,2026-09-05T12:47:41Z,3807770,24
55132400,1788612464,2026-09-05T12:47:44Z,6109320,11
55132430,1788612467,2026-09-05T12:47:47Z,1822027,10
55132460,1788612470,2026-09-05T12:47:50Z,3466427,11
55132490,1788612473,2026-09-05T12:47:53Z,1444654,6
55132520,1788612476,2026-09-05T12:47:56Z,1721665,9
55132550,1788612479,2026-09-05T12:47:59Z,2679862,11
55132580,1788612482,2026-09-05T12:48:02Z,2889558,10
55132610,1788612485,2026-09-05T12:48:05Z,1912584,10
55132640,1788612488,2026-09-05T12:48:08Z,2085819,16
55132670,1788612491,2026-09-05T12:48:11Z,1860974,11
55132700,1788612495,2026-09-05T12:48:15Z,4427498,11
55132730,1788612498,2026-09-05T12:48:18Z,2432835,17
55132760,1788612501,2026-09-05T12:48:21Z,1337196,13
55132790,1788612504,2026-09-05T12:48:24Z,3171046,12
55132820,1788612507,2026-09-05T12:48:27Z,2072955,10
55132850,1788612510,2026-09-05T12:48:30Z,2419172,14
55132880,1788612513,2026-09-05T12:48:33Z,3381386,20
55132910,1788612516,2026-09-05T12:48:36Z,2572825,14
55132940,1788612519,2026-09-05T12:48:39Z,1839574,7
55132970,1788612522,2026-09-05T12:48:42Z,2005281,16
55133000,1788612525,2026-09-05T12:48:45Z,955086,5
55133030,1788612528,2026-09-05T12:48:48Z,2070087,13
55133060,1788612531,2026-09-05T12:48:51Z,2180286,6
55133090,1788612534,2026-09-05T12:48:54Z,3055103,16
55133120,1788612537,2026-09-05T12:48:57Z,3740312,12
55133150,1788612540,2026-09-05T12:49:00Z,4446459,12
55133180,1788612543,2026-09-05T12:49:03Z,1929787,13
55133210,1788612546,2026-09-05T12:49:06Z,4483177,10
55133240,1788612549,2026-09-05T12:49:09Z,1220345,8
55133270,1788612552,2026-09-05T12:49:12Z,3118012,20
55133300,1788612555,2026-09-05T12:49:15Z,3627086,15
55133330,1788612558,2026-09-05T12:49:18Z,3428906,13
55133360,1788612561,2026-09-05T12:49:21Z,5369675,14
55133390,1788612564,2026-09-05T12:49:24Z,654061,6
55133420,1788612567,2026-09-05T12:49:27Z,1775317,8
55133450,1788612570,2026-09-05T12:49:30Z,2871645,12
55133480,1788612573,2026-09-05T12:49:33Z,4323736,21
55133510,1788612577,2026-09-05T12:49:37Z,2100237,11
55133540,1788612580,2026-09-05T12:49:40Z,2099702,9
55133570,1788612583,2026-09-05T12:49:43Z,2162235,8
55133600,1788612586,2026-09-05T12:49:46Z,1328904,9
55133630,1788612589,2026-09-05T12:49:49Z,3502434,14
55133660,1788612592,2026-09-05T12:49:52Z,7269847,26
55133690,1788612595,2026-09-05T12:49:55Z,3721977,18
55133720,1788612598,2026-09-05T12:49:58Z,3199118,17
55133750,1788612601,2026-09-05T12:50:01Z,4001441,16
55133780,1788612604,2026-09-05T12:50:04Z,1425763,10
55133810,1788612607,2026-09-05T12:50:07Z,3157031,14
55133840,1788612610,2026-09-05T12:50:10Z,4889247,6
55133870,1788612613,2026-09-05T12:50:13Z,3927409,17
55133900,1788612616,2026-09-05T12:50:16Z,3284742,19
55133930,1788612619,2026-09-05T12:50:19Z,2029284,11
55133960,1788612622,2026-09-05T12:50:22Z,5211653,22
55133990,1788612625,2026-09-05T12:50:25Z,2440485,11
55134020,1788612628,2026-09-05T12:50:28Z,3408035,14
55134050,1788612631,2026-09-05T12:50:31Z,7752032,16
55134080,1788612634,2026-09-05T12:50:34Z,2857464,14
55134110,1788612637,2026-09-05T12:50:37Z,7161335,14
55134140,1788612640,2026-09-05T12:50:40Z,1195799,9
55134170,1788612643,2026-09-05T12:50:43Z,2780837,10
55134200,1788612646,2026-09-05T12:50:46Z,1312822,8
55134230,1788612649,2026-09-05T12:50:49Z,3364018,12
55134260,1788612652,2026-09-05T12:50:52Z,4740133,13
55134290,1788612655,2026-09-05T12:50:55Z,2840383,8
55134320,1788612658,2026-09-05T12:50:58Z,1200352,7
55134350,1788612662,2026-09-05T12:51:02Z,2523973,14
55134380,1788612665,2026-09-05T12:51:05Z,6006945,16
55134410,1788612668,2026-09-05T12:51:08Z,1638673,9
55134440,1788612671,2026-09-05T12:51:11Z,6401564,19
55134470,1788612674,2026-09-05T12:51:14Z,5456678,11
55134500,1788612677,2026-09-05T12:51:17Z,4417770,7
55134530,1788612680,2026-09-05T12:51:20Z,3024968,15
55134560,1788612683,2026-09-05T12:51:23Z,2725550,9
55134590,1788612686,2026-09-05T12:51:26Z,1376128,9
55134620,1788612690,2026-09-05T12:51:30Z,2001760,11
55134650,1788612693,2026-09-05T12:51:33Z,1346309,16
55134680,1788612696,2026-09-05T12:51:36Z,995265,6
55134710,1788612699,2026-09-05T12:51:39Z,3700634,15
55134740,1788612702,2026-09-05T12:51:42Z,3849191,15
55134770,1788612705,2026-09-05T12:51:45Z,334931,3
55134800,1788612705,2026-09-05T12:51:45Z,2894834,7
55134830,1788612708,2026-09-05T12:51:48Z,1768285,11
55134860,1788612712,2026-09-05T12:51:52Z,1509128,8
55134890,1788612715,2026-09-05T12:51:55Z,1506300,12
55134920,1788612718,2026-09-05T12:51:58Z,3548809,8
