block,timestamp,time_utc,gas_used,tx_count_incl_arbos_internal
53412220,1788437992,2026-09-03T12:19:52Z,2890262,14
53412250,1788437995,2026-09-03T12:19:55Z,591787,7
53412280,1788437998,2026-09-03T12:19:58Z,3480931,11
53412310,1788437999,2026-09-03T12:19:59Z,0,2
53412340,1788438002,2026-09-03T12:20:02Z,2179543,13
53412370,1788438005,2026-09-03T12:20:05Z,4749792,19
53412400,1788438008,2026-09-03T12:20:08Z,3465461,13
53412430,1788438011,2026-09-03T12:20:11Z,1023861,7
53412460,1788438014,2026-09-03T12:20:14Z,6199649,26
53412490,1788438017,2026-09-03T12:20:17Z,3539447,13
53412520,1788438021,2026-09-03T12:20:21Z,4413922,13
53412550,1788438024,2026-09-03T12:20:24Z,2446798,10
53412580,1788438027,2026-09-03T12:20:27Z,7201129,19
53412610,1788438030,2026-09-03T12:20:30Z,1827813,5
53412640,1788438033,2026-09-03T12:20:33Z,3490051,10
53412670,1788438037,2026-09-03T12:20:37Z,4645310,15
53412700,1788438040,2026-09-03T12:20:40Z,15063704,72
53412730,1788438043,2026-09-03T12:20:43Z,5964944,25
53412760,1788438046,2026-09-03T12:20:46Z,1233250,15
53412790,1788438049,2026-09-03T12:20:49Z,2856145,11
53412820,1788438052,2026-09-03T12:20:52Z,5740902,15
53412850,1788438055,2026-09-03T12:20:55Z,8007090,25
53412880,1788438059,2026-09-03T12:20:59Z,6432619,21
53412910,1788438062,2026-09-03T12:21:02Z,3582411,14
53412940,1788438065,2026-09-03T12:21:05Z,3493299,15
53412970,1788438068,2026-09-03T12:21:08Z,5928267,17
53413000,1788438071,2026-09-03T12:21:11Z,4334581,22
53413030,1788438074,2026-09-03T12:21:14Z,4605470,19
53413060,1788438077,2026-09-03T12:21:17Z,2832786,10
53413090,1788438080,2026-09-03T12:21:20Z,2020250,8
53413120,1788438083,2026-09-03T12:21:23Z,1573319,8
53413150,1788438086,2026-09-03T12:21:26Z,7078086,15
53413180,1788438090,2026-09-03T12:21:30Z,4244652,25
53413210,1788438093,2026-09-03T12:21:33Z,2410107,10
53413240,1788438096,2026-09-03T12:21:36Z,7365812,21
53413270,1788438099,2026-09-03T12:21:39Z,2156173,9
53413300,1788438102,2026-09-03T12:21:42Z,2302883,9
53413330,1788438105,2026-09-03T12:21:45Z,2817626,17
53413360,1788438108,2026-09-03T12:21:48Z,3865887,12
53413390,1788438111,2026-09-03T12:21:51Z,3129372,9
53413420,1788438115,2026-09-03T12:21:55Z,4034042,12
53413450,1788438118,2026-09-03T12:21:58Z,2850140,15
53413480,1788438121,2026-09-03T12:22:01Z,4158451,21
53413510,1788438124,2026-09-03T12:22:04Z,3863941,11
53413540,1788438127,2026-09-03T12:22:07Z,5660593,23
53413570,1788438130,2026-09-03T12:22:10Z,3337340,14
53413600,1788438133,2026-09-03T12:22:13Z,2006477,13
53413630,1788438136,2026-09-03T12:22:16Z,2911968,9
53413660,1788438140,2026-09-03T12:22:20Z,3801730,20
53413690,1788438143,2026-09-03T12:22:23Z,1112142,7
53413720,1788438146,2026-09-03T12:22:26Z,6317405,13
53413750,1788438149,2026-09-03T12:22:29Z,1811106,9
53413780,1788438152,2026-09-03T12:22:32Z,1504349,8
53413810,1788438155,2026-09-03T12:22:35Z,4947592,11
53413840,1788438158,2026-09-03T12:22:38Z,6313735,13
53413870,1788438161,2026-09-03T12:22:41Z,3653724,12
53413900,1788438164,2026-09-03T12:22:44Z,542095,3
53413930,1788438167,2026-09-03T12:22:47Z,9367862,21
53413960,1788438170,2026-09-03T12:22:50Z,5717981,10
53413990,1788438173,2026-09-03T12:22:53Z,6177048,11
53414020,1788438177,2026-09-03T12:22:57Z,98896,4
53414050,1788438180,2026-09-03T12:23:00Z,6334579,11
53414080,1788438183,2026-09-03T12:23:03Z,2521145,4
53414110,1788438186,2026-09-03T12:23:06Z,2670273,11
53414140,1788438189,2026-09-03T12:23:09Z,4323698,14
53414170,1788438192,2026-09-03T12:23:12Z,1279465,10
53414200,1788438195,2026-09-03T12:23:15Z,1763101,8
53414230,1788438198,2026-09-03T12:23:18Z,2789494,13
53414260,1788438201,2026-09-03T12:23:21Z,1508673,6
53414290,1788438204,2026-09-03T12:23:24Z,6822025,14
53414320,1788438208,2026-09-03T12:23:28Z,2589217,12
53414350,1788438211,2026-09-03T12:23:31Z,5670283,10
53414380,1788438214,2026-09-03T12:23:34Z,1441694,10
53414410,1788438217,2026-09-03T12:23:37Z,4090289,18
53414440,1788438220,2026-09-03T12:23:40Z,2638384,10
53414470,1788438223,2026-09-03T12:23:43Z,2839097,14
53414500,1788438226,2026-09-03T12:23:46Z,5621086,13
53414530,1788438229,2026-09-03T12:23:49Z,3204086,10
53414560,1788438232,2026-09-03T12:23:52Z,5296611,8
53414590,1788438235,2026-09-03T12:23:55Z,2695359,13
53414620,1788438238,2026-09-03T12:23:58Z,5110433,16
53414650,1788438241,2026-09-03T12:24:01Z,3009122,17
53414680,1788438244,2026-09-03T12:24:04Z,1756920,7
53414710,1788438248,2026-09-03T12:24:08Z,6027324,34
53414740,1788438251,2026-09-03T12:24:11Z,4520921,16
53414770,1788438254,2026-09-03T12:24:14Z,3556714,14
53414800,1788438257,2026-09-03T12:24:17Z,5268898,17
53414830,1788438260,2026-09-03T12:24:20Z,4402747,13
53414860,1788438263,2026-09-03T12:24:23Z,4139418,22
53414890,1788438266,2026-09-03T12:24:26Z,857289,7
53414920,1788438269,2026-09-03T12:24:29Z,6406795,28
53414950,1788438272,2026-09-03T12:24:32Z,8062426,28
53414980,1788438275,2026-09-03T12:24:35Z,1655766,9
53415010,1788438278,2026-09-03T12:24:38Z,2796755,11
53415040,1788438281,2026-09-03T12:24:41Z,3484141,12
53415070,1788438284,2026-09-03T12:24:44Z,4954455,20
53415100,1788438287,2026-09-03T12:24:47Z,2226032,13
53415130,1788438291,2026-09-03T12:24:51Z,2725721,11
53415160,1788438294,2026-09-03T12:24:54Z,1986311,9
53415190,1788438297,2026-09-03T12:24:57Z,4450551,19
53415220,1788438300,2026-09-03T12:25:00Z,3445629,14
53415250,1788438303,2026-09-03T12:25:03Z,2307824,13
53415280,1788438306,2026-09-03T12:25:06Z,5988084,21
53415310,1788438309,2026-09-03T12:25:09Z,4348738,18
53415340,1788438312,2026-09-03T12:25:12Z,7214602,20
53415370,1788438315,2026-09-03T12:25:15Z,6256768,25
53415400,1788438319,2026-09-03T12:25:19Z,2047074,13
53415430,1788438322,2026-09-03T12:25:22Z,1887660,9
53415460,1788438325,2026-09-03T12:25:25Z,4831815,22
53415490,1788438328,2026-09-03T12:25:28Z,5381621,21
53415520,1788438331,2026-09-03T12:25:31Z,754464,4
53415550,1788438334,2026-09-03T12:25:34Z,8325666,14
53415580,1788438337,2026-09-03T12:25:37Z,3075861,9
53415610,1788438340,2026-09-03T12:25:40Z,5209011,22
53415640,1788438343,2026-09-03T12:25:43Z,4192080,12
53415670,1788438346,2026-09-03T12:25:46Z,7857664,20
53415700,1788438349,2026-09-03T12:25:49Z,2960590,12
53415730,1788438352,2026-09-03T12:25:52Z,7802091,16
53415760,1788438355,2026-09-03T12:25:55Z,4231393,15
53415790,1788438359,2026-09-03T12:25:59Z,2137438,9
53415820,1788438362,2026-09-03T12:26:02Z,5736654,29
53415850,1788438365,2026-09-03T12:26:05Z,3702290,17
53415880,1788438368,2026-09-03T12:26:08Z,6248266,14
53415910,1788438371,2026-09-03T12:26:11Z,4077366,17
53415940,1788438374,2026-09-03T12:26:14Z,6002312,23
53415970,1788438375,2026-09-03T12:26:15Z,0,2
53416000,1788438377,2026-09-03T12:26:17Z,3638824,19
53416030,1788438380,2026-09-03T12:26:20Z,6614948,18
53416060,1788438383,2026-09-03T12:26:23Z,4894773,33
53416090,1788438386,2026-09-03T12:26:26Z,5641068,15
53416120,1788438390,2026-09-03T12:26:30Z,13453813,33
53416150,1788438393,2026-09-03T12:26:33Z,4122604,15
53416180,1788438396,2026-09-03T12:26:36Z,3513755,17
53416210,1788438400,2026-09-03T12:26:40Z,2867100,16
53416240,1788438403,2026-09-03T12:26:43Z,7115112,20
53416270,1788438406,2026-09-03T12:26:46Z,2750230,19
53416300,1788438409,2026-09-03T12:26:49Z,8231897,16
53416330,1788438412,2026-09-03T12:26:52Z,5250127,20
53416360,1788438415,2026-09-03T12:26:55Z,3803732,15
53416390,1788438418,2026-09-03T12:26:58Z,1525238,11
53416420,1788438421,2026-09-03T12:27:01Z,9127727,28
53416450,1788438424,2026-09-03T12:27:04Z,2351747,16
53416480,1788438428,2026-09-03T12:27:08Z,2816276,17
53416510,1788438431,2026-09-03T12:27:11Z,3613123,20
53416540,1788438434,2026-09-03T12:27:14Z,2514038,15
53416570,1788438437,2026-09-03T12:27:17Z,6943707,17
53416600,1788438440,2026-09-03T12:27:20Z,3045961,8
53416630,1788438443,2026-09-03T12:27:23Z,5918863,24
53416660,1788438446,2026-09-03T12:27:26Z,5938068,20
53416690,1788438449,2026-09-03T12:27:29Z,4992007,14
53416720,1788438452,2026-09-03T12:27:32Z,1884097,9
53416750,1788438455,2026-09-03T12:27:35Z,10525559,21
53416780,1788438459,2026-09-03T12:27:39Z,4648525,13
53416810,1788438462,2026-09-03T12:27:42Z,2281248,8
53416840,1788438465,2026-09-03T12:27:45Z,2738946,8
53416870,1788438469,2026-09-03T12:27:49Z,2031666,10
53416900,1788438472,2026-09-03T12:27:52Z,971570,8
53416930,1788438476,2026-09-03T12:27:56Z,3783531,13
53416960,1788438479,2026-09-03T12:27:59Z,8948179,15
53416990,1788438482,2026-09-03T12:28:02Z,3299742,20
53417020,1788438485,2026-09-03T12:28:05Z,4931198,14
53417050,1788438488,2026-09-03T12:28:08Z,2862985,13
53417080,1788438491,2026-09-03T12:28:11Z,3093887,10
53417110,1788438494,2026-09-03T12:28:14Z,1549469,9
53417140,1788438497,2026-09-03T12:28:17Z,1845075,10
53417170,1788438500,2026-09-03T12:28:20Z,2709025,14
53417200,1788438504,2026-09-03T12:28:24Z,18190167,41
53417230,1788438507,2026-09-03T12:28:27Z,3283184,14
53417260,1788438510,2026-09-03T12:28:30Z,4332868,17
53417290,1788438513,2026-09-03T12:28:33Z,3275901,11
53417320,1788438516,2026-09-03T12:28:36Z,3059830,15
53417350,1788438519,2026-09-03T12:28:39Z,2451437,10
53417380,1788438522,2026-09-03T12:28:42Z,4367415,19
53417410,1788438525,2026-09-03T12:28:45Z,8712546,13
53417440,1788438528,2026-09-03T12:28:48Z,2397590,7
53417470,1788438531,2026-09-03T12:28:51Z,2814390,11
53417500,1788438534,2026-09-03T12:28:54Z,694503,7
53417530,1788438538,2026-09-03T12:28:58Z,2317156,8
53417560,1788438541,2026-09-03T12:29:01Z,7842646,15
53417590,1788438544,2026-09-03T12:29:04Z,2947762,15
53417620,1788438547,2026-09-03T12:29:07Z,3270433,9
53417650,1788438550,2026-09-03T12:29:10Z,2893559,9
53417680,1788438553,2026-09-03T12:29:13Z,540614,4
53417710,1788438556,2026-09-03T12:29:16Z,718824,6
53417740,1788438559,2026-09-03T12:29:19Z,3730342,18
53417770,1788438562,2026-09-03T12:29:22Z,2599585,13
53417800,1788438565,2026-09-03T12:29:25Z,1117072,9
53417830,1788438568,2026-09-03T12:29:28Z,3099158,14
53417860,1788438572,2026-09-03T12:29:32Z,1723926,17
53417890,1788438575,2026-09-03T12:29:35Z,2738665,17
53417920,1788438578,2026-09-03T12:29:38Z,5828321,15
53417950,1788438581,2026-09-03T12:29:41Z,1477466,9
53417980,1788438584,2026-09-03T12:29:44Z,5234597,11
53418010,1788438587,2026-09-03T12:29:47Z,3748752,12
53418040,1788438590,2026-09-03T12:29:50Z,789818,7
53418070,1788438593,2026-09-03T12:29:53Z,2816315,12
53418100,1788438596,2026-09-03T12:29:56Z,1529102,7
53418130,1788438599,2026-09-03T12:29:59Z,720200,4
53418160,1788438602,2026-09-03T12:30:02Z,3545704,19
53418190,1788438605,2026-09-03T12:30:05Z,926175,9
53418220,1788438608,2026-09-03T12:30:08Z,1616650,7
53418250,1788438611,2026-09-03T12:30:11Z,3857929,11
53418280,1788438615,2026-09-03T12:30:15Z,5155574,13
53418310,1788438618,2026-09-03T12:30:18Z,5448464,12
53418340,1788438621,2026-09-03T12:30:21Z,1561468,8
53418370,1788438624,2026-09-03T12:30:24Z,2084195,11
53418400,1788438627,2026-09-03T12:30:27Z,3780143,13
53418430,1788438630,2026-09-03T12:30:30Z,1879462,10
53418460,1788438633,2026-09-03T12:30:33Z,1312885,9
53418490,1788438636,2026-09-03T12:30:36Z,2498398,12
53418520,1788438639,2026-09-03T12:30:39Z,6791271,15
53418550,1788438642,2026-09-03T12:30:42Z,2717385,8
53418580,1788438645,2026-09-03T12:30:45Z,2468095,8
53418610,1788438648,2026-09-03T12:30:48Z,3874312,22
53418640,1788438652,2026-09-03T12:30:52Z,8709953,28
53418670,1788438655,2026-09-03T12:30:55Z,4046773,25
53418700,1788438658,2026-09-03T12:30:58Z,3778252,16
53418730,1788438661,2026-09-03T12:31:01Z,3018269,12
53418760,1788438664,2026-09-03T12:31:04Z,4321585,15
53418790,1788438667,2026-09-03T12:31:07Z,4223372,13
53418820,1788438670,2026-09-03T12:31:10Z,2097644,5
53418850,1788438673,2026-09-03T12:31:13Z,4479485,18
53418880,1788438676,2026-09-03T12:31:16Z,800954,5
53418910,1788438679,2026-09-03T12:31:19Z,4459272,20
53418940,1788438682,2026-09-03T12:31:22Z,1676438,7
53418970,1788438685,2026-09-03T12:31:25Z,5519248,13
53419000,1788438688,2026-09-03T12:31:28Z,3604106,15
53419030,1788438691,2026-09-03T12:31:31Z,1487279,9
53419060,1788438695,2026-09-03T12:31:35Z,5345096,18
53419090,1788438698,2026-09-03T12:31:38Z,3332035,9
53419120,1788438701,2026-09-03T12:31:41Z,2238157,14
53419150,1788438704,2026-09-03T12:31:44Z,4492596,14
53419180,1788438707,2026-09-03T12:31:47Z,5248792,21
53419210,1788438710,2026-09-03T12:31:50Z,5145864,14
53419240,1788438713,2026-09-03T12:31:53Z,1551892,7
53419270,1788438716,2026-09-03T12:31:56Z,3890640,13
53419300,1788438719,2026-09-03T12:31:59Z,649522,6
53419330,1788438723,2026-09-03T12:32:03Z,3649208,11
53419360,1788438726,2026-09-03T12:32:06Z,2906421,9
53419390,1788438729,2026-09-03T12:32:09Z,1755889,9
53419420,1788438732,2026-09-03T12:32:12Z,4007700,14
53419450,1788438735,2026-09-03T12:32:15Z,4400920,19
53419480,1788438738,2026-09-03T12:32:18Z,2710718,15
53419510,1788438741,2026-09-03T12:32:21Z,3163451,17
53419540,1788438744,2026-09-03T12:32:24Z,4558448,14
53419570,1788438748,2026-09-03T12:32:28Z,3964745,9
53419600,1788438751,2026-09-03T12:32:31Z,2842771,12
53419630,1788438754,2026-09-03T12:32:34Z,8685768,38
53419660,1788438757,2026-09-03T12:32:37Z,7142953,18
53419690,1788438760,2026-09-03T12:32:40Z,3144161,13
53419720,1788438763,2026-09-03T12:32:43Z,4655256,13
53419750,1788438765,2026-09-03T12:32:45Z,0,2
53419780,1788438766,2026-09-03T12:32:46Z,3544631,12
53419810,1788438769,2026-09-03T12:32:49Z,17053705,63
53419840,1788438772,2026-09-03T12:32:52Z,4264746,19
53419870,1788438775,2026-09-03T12:32:55Z,3984945,16
53419900,1788438778,2026-09-03T12:32:58Z,5168176,13
53419930,1788438781,2026-09-03T12:33:01Z,4652973,13
53419960,1788438784,2026-09-03T12:33:04Z,4028979,18
53419990,1788438788,2026-09-03T12:33:08Z,2128782,13
53420020,1788438791,2026-09-03T12:33:11Z,5315574,15
53420050,1788438794,2026-09-03T12:33:14Z,3746786,12
53420080,1788438797,2026-09-03T12:33:17Z,1816008,9
53420110,1788438800,2026-09-03T12:33:20Z,1588649,11
53420140,1788438803,2026-09-03T12:33:23Z,4160176,10
53420170,1788438806,2026-09-03T12:33:26Z,4211692,8
53420200,1788438809,2026-09-03T12:33:29Z,2380467,6
53420230,1788438812,2026-09-03T12:33:32Z,1591104,7
53420260,1788438816,2026-09-03T12:33:36Z,11517643,21
53420290,1788438819,2026-09-03T12:33:39Z,1774047,5
53420320,1788438822,2026-09-03T12:33:42Z,2260390,11
53420350,1788438825,2026-09-03T12:33:45Z,1162382,6
53420380,1788438828,2026-09-03T12:33:48Z,1938957,9
53420410,1788438831,2026-09-03T12:33:51Z,2474113,10
53420440,1788438834,2026-09-03T12:33:54Z,1417846,4
53420470,1788438837,2026-09-03T12:33:57Z,4405019,13
53420500,1788438840,2026-09-03T12:34:00Z,7718510,16
53420530,1788438843,2026-09-03T12:34:03Z,5380664,9
53420560,1788438846,2026-09-03T12:34:06Z,1431178,5
53420590,1788438849,2026-09-03T12:34:09Z,2868696,17
53420620,1788438853,2026-09-03T12:34:13Z,4025631,14
53420650,1788438856,2026-09-03T12:34:16Z,4849504,13
53420680,1788438859,2026-09-03T12:34:19Z,2815524,9
53420710,1788438862,2026-09-03T12:34:22Z,1349737,7
53420740,1788438865,2026-09-03T12:34:25Z,3769676,18
53420770,1788438868,2026-09-03T12:34:28Z,4310927,14
53420800,1788438871,2026-09-03T12:34:31Z,3169829,15
53420830,1788438874,2026-09-03T12:34:34Z,3587888,12
53420860,1788438877,2026-09-03T12:34:37Z,1994019,10
53420890,1788438880,2026-09-03T12:34:40Z,2151636,7
53420920,1788438884,2026-09-03T12:34:44Z,3882676,13
53420950,1788438887,2026-09-03T12:34:47Z,2777789,18
53420980,1788438890,2026-09-03T12:34:50Z,1790793,11
53421010,1788438893,2026-09-03T12:34:53Z,3206177,17
53421040,1788438896,2026-09-03T12:34:56Z,6476300,17
53421070,1788438899,2026-09-03T12:34:59Z,9352251,18
53421100,1788438902,2026-09-03T12:35:02Z,3239344,20
53421130,1788438905,2026-09-03T12:35:05Z,1610506,10
53421160,1788438908,2026-09-03T12:35:08Z,4764765,20
53421190,1788438912,2026-09-03T12:35:12Z,1146130,13
53421220,1788438915,2026-09-03T12:35:15Z,6231198,20
53421250,1788438918,2026-09-03T12:35:18Z,2848492,19
53421280,1788438921,2026-09-03T12:35:21Z,2492067,20
53421310,1788438924,2026-09-03T12:35:24Z,3059040,19
53421340,1788438927,2026-09-03T12:35:27Z,4653827,11
53421370,1788438930,2026-09-03T12:35:30Z,4005408,18
53421400,1788438933,2026-09-03T12:35:33Z,1289514,14
53421430,1788438936,2026-09-03T12:35:36Z,2450371,22
53421460,1788438939,2026-09-03T12:35:39Z,3273389,12
53421490,1788438942,2026-09-03T12:35:42Z,3679415,17
53421520,1788438945,2026-09-03T12:35:45Z,3480764,12
53421550,1788438949,2026-09-03T12:35:49Z,1852547,10
53421580,1788438952,2026-09-03T12:35:52Z,3352126,10
53421610,1788438955,2026-09-03T12:35:55Z,1270725,6
53421640,1788438958,2026-09-03T12:35:58Z,5151420,24
53421670,1788438961,2026-09-03T12:36:01Z,6600790,21
53421700,1788438964,2026-09-03T12:36:04Z,3992995,16
53421730,1788438967,2026-09-03T12:36:07Z,1969788,8
53421760,1788438970,2026-09-03T12:36:10Z,5162594,11
53421790,1788438973,2026-09-03T12:36:13Z,5009968,20
53421820,1788438976,2026-09-03T12:36:16Z,14511143,45
53421850,1788438979,2026-09-03T12:36:19Z,11748689,39
53421880,1788438983,2026-09-03T12:36:23Z,5286865,15
53421910,1788438986,2026-09-03T12:36:26Z,7832502,33
53421940,1788438989,2026-09-03T12:36:29Z,11843098,42
53421970,1788438992,2026-09-03T12:36:32Z,12160137,40
53422000,1788438995,2026-09-03T12:36:35Z,10721804,39
53422030,1788438998,2026-09-03T12:36:38Z,3471932,12
53422060,1788439001,2026-09-03T12:36:41Z,3489770,19
53422090,1788439004,2026-09-03T12:36:44Z,4364998,21
53422120,1788439007,2026-09-03T12:36:47Z,5779825,19
53422150,1788439011,2026-09-03T12:36:51Z,3299637,9
53422180,1788439014,2026-09-03T12:36:54Z,5441129,13
53422210,1788439017,2026-09-03T12:36:57Z,9174524,17
53422240,1788439020,2026-09-03T12:37:00Z,3563912,10
53422270,1788439023,2026-09-03T12:37:03Z,9704770,19
53422300,1788439026,2026-09-03T12:37:06Z,2218280,9
53422330,1788439029,2026-09-03T12:37:09Z,5893357,18
53422360,1788439033,2026-09-03T12:37:13Z,3331704,11
53422390,1788439036,2026-09-03T12:37:16Z,9983163,31
53422420,1788439039,2026-09-03T12:37:19Z,3087562,9
53422450,1788439042,2026-09-03T12:37:22Z,4438746,12
53422480,1788439045,2026-09-03T12:37:25Z,7162268,16
53422510,1788439048,2026-09-03T12:37:28Z,1294207,8
53422540,1788439052,2026-09-03T12:37:32Z,3132774,10
53422570,1788439055,2026-09-03T12:37:35Z,5333365,13
53422600,1788439058,2026-09-03T12:37:38Z,10225286,34
53422630,1788439061,2026-09-03T12:37:41Z,4749045,20
53422660,1788439064,2026-09-03T12:37:44Z,7027405,23
53422690,1788439067,2026-09-03T12:37:47Z,8929477,29
53422720,1788439070,2026-09-03T12:37:50Z,4250042,9
53422750,1788439073,2026-09-03T12:37:53Z,7553296,26
53422780,1788439076,2026-09-03T12:37:56Z,5196638,9
53422810,1788439080,2026-09-03T12:38:00Z,8299108,38
53422840,1788439083,2026-09-03T12:38:03Z,6166033,20
53422870,1788439086,2026-09-03T12:38:06Z,4668760,24
53422900,1788439089,2026-09-03T12:38:09Z,2219747,15
53422930,1788439092,2026-09-03T12:38:12Z,11232323,25
53422960,1788439095,2026-09-03T12:38:15Z,3962531,10
53422990,1788439100,2026-09-03T12:38:20Z,10902954,34
53423020,1788439103,2026-09-03T12:38:23Z,3157480,13
53423050,1788439106,2026-09-03T12:38:26Z,3891048,15
53423080,1788439110,2026-09-03T12:38:30Z,1883331,12
53423110,1788439113,2026-09-03T12:38:33Z,7907524,25
53423140,1788439116,2026-09-03T12:38:36Z,3206965,13
53423170,1788439119,2026-09-03T12:38:39Z,6146924,13
53423200,1788439122,2026-09-03T12:38:42Z,5881311,11
53423230,1788439125,2026-09-03T12:38:45Z,3592391,14
53423260,1788439128,2026-09-03T12:38:48Z,2698316,12
53423290,1788439131,2026-09-03T12:38:51Z,1688070,8
53423320,1788439135,2026-09-03T12:38:55Z,1009677,15
53423350,1788439138,2026-09-03T12:38:58Z,9713960,23
53423380,1788439141,2026-09-03T12:39:01Z,5887693,18
53423410,1788439144,2026-09-03T12:39:04Z,3580418,16
53423440,1788439147,2026-09-03T12:39:07Z,4141713,12
53423470,1788439150,2026-09-03T12:39:10Z,2836866,14
53423500,1788439153,2026-09-03T12:39:13Z,3533301,16
53423530,1788439155,2026-09-03T12:39:15Z,0,2
53423560,1788439157,2026-09-03T12:39:17Z,3049928,10
53423590,1788439160,2026-09-03T12:39:20Z,974307,6
53423620,1788439163,2026-09-03T12:39:23Z,1937000,13
53423650,1788439166,2026-09-03T12:39:26Z,2249099,14
53423680,1788439169,2026-09-03T12:39:29Z,5419393,22
53423710,1788439172,2026-09-03T12:39:32Z,4577877,15
53423740,1788439176,2026-09-03T12:39:36Z,6240249,26
53423770,1788439179,2026-09-03T12:39:39Z,3741656,14
53423800,1788439182,2026-09-03T12:39:42Z,1803307,5
53423830,1788439185,2026-09-03T12:39:45Z,3300722,9
53423860,1788439188,2026-09-03T12:39:48Z,4240624,12
53423890,1788439191,2026-09-03T12:39:51Z,3868395,16
53423920,1788439194,2026-09-03T12:39:54Z,4781654,14
